danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,title
0.851,0.866,6,-5.078,1,0.0532,0.00356,0.415,0.111,0.609,125.994,188089,4,techhouse,Dirtybird Players
0.757,0.655,7,-8.46,0,0.043,0.0422,0.858,0.0715,0.352,122.957,215993,4,techhouse,Tech House 2020
0.828,0.811,1,-3.968,1,0.0524,0.00446,0.511,0.102,0.812,124.007,237284,4,techhouse,Dirtybird House
0.827,0.88,9,-3.188,1,0.0411,0.0202,0.685,0.074,0.101,127.015,190866,4,techhouse,tech house
0.588,0.875,5,-7.08,0,0.148,0.0265,0.00819,0.301,0.346,120.011,212486,4,techhouse,Tech House 2020
0.813,0.983,1,-5.515,1,0.153,0.00177,0.546,0.502,0.77,125.007,238080,4,techhouse,Tech House by DOT Dance
0.593,0.924,0,-5.872,0,0.0402,0.0141,0.497,0.112,0.787,124.983,209280,4,techhouse,Tech House Essentials by Distortion
0.799,0.846,1,-9.009,1,0.0577,0.00392,0.913,0.272,0.448,127.015,355276,4,techhouse,Tech House Essentials by Distortion
0.805,0.873,9,-7.084,1,0.0983,0.000263,0.0035,0.598,0.337,125.012,230400,4,techhouse,Dirtybird Players
0.569,0.996,1,-6.026,1,0.0644,0.00455,0.883,0.0742,0.509,126.006,214286,4,techhouse,Toolroom Tech House
0.809,0.654,11,-6.565,0,0.0533,0.00172,0.612,0.0787,0.709,125.994,304762,4,techhouse,Dirtybird House
0.729,0.956,11,-5.071,0,0.0591,0.00251,0.81,0.0325,0.496,123.984,279677,4,techhouse,Dirtybird Players
0.673,0.982,9,-6.698,0,0.0547,0.00148,0.726,0.0413,0.646,123.999,443224,4,techhouse,Dirtybird//Techhouse by Mack\
0.75,0.873,1,-4.487,1,0.0585,0.00159,0.735,0.077,0.76,125.008,284260,4,techhouse,Dirtybird//Techhouse by Mack\
0.743,0.918,10,-8.816,0,0.0407,0.0292,0.901,0.0628,0.333,124.006,199355,4,techhouse,Dirtybird House
0.681,0.939,11,-5.829,1,0.0433,0.00665,0.0217,0.0549,0.778,125.02,190355,4,techhouse,Dirtybird Players
0.795,0.949,6,-6.29,0,0.0412,0.000355,0.836,0.191,0.467,126.017,384762,4,techhouse,Dirtybird//Techhouse by Mack\
0.804,0.93,6,-7.559,1,0.0612,0.00103,0.896,0.0357,0.96,127.007,366614,4,techhouse,Tech House Movement
0.649,0.861,9,-5.34,0,0.059,0.0831,0.00613,0.104,0.349,126.931,210004,4,techhouse,Tech house
0.772,0.705,5,-11.39,1,0.0815,0.389,0.905,0.0865,0.459,124.012,222581,3,techhouse,Tech House Club
0.572,0.972,2,-5.708,1,0.0558,0.00443,0.912,0.13,0.725,125.008,228480,4,techhouse,Dirtybird Players
0.792,0.995,11,-3.495,0,0.0567,0.00658,0.767,0.0371,0.734,123.977,179032,4,techhouse,Tech House 2020
0.831,0.736,7,-6.752,1,0.0577,0.000897,0.654,0.0664,0.59,124.998,279500,4,techhouse,Tech House Pizza
0.784,0.928,9,-8.073,1,0.055,0.00163,0.201,0.106,0.88,124.014,259355,4,techhouse,Tech House
0.926,0.953,6,-5.531,0,0.0911,0.00235,0.442,0.313,0.927,123.983,206588,4,techhouse,Tech House Top 50
0.804,0.989,1,-4.344,1,0.0487,0.00287,0.47,0.232,0.71,124.004,201290,4,techhouse,tech house
0.699,0.861,1,-4.662,1,0.0367,0.00396,0.259,0.0971,0.424,125.018,249006,4,techhouse,Dirtybird Players
0.872,0.787,11,-7.459,0,0.13,0.0134,0.00715,0.0589,0.749,124.034,209758,4,techhouse,Dirtybird//Techhouse by Mack\
0.785,0.962,11,-6.292,1,0.0674,0.000352,0.531,0.222,0.833,125.993,311371,4,techhouse,Dirtybird Players
0.806,0.924,9,-7.737,1,0.0549,0.00248,0.728,0.0904,0.482,124.992,389763,4,techhouse,Tech House
0.586,0.938,3,-8.358,0,0.294,0.000529,0.87,0.552,0.418,127.947,215625,4,techhouse,Tech House Rotation 2020
0.779,0.937,9,-6.269,0,0.0496,0.0443,0.101,0.0912,0.49,125.025,185000,4,techhouse,tech house
0.767,0.857,2,-5.799,1,0.0723,0.00302,0.0712,0.0704,0.623,123.977,244831,4,techhouse,Dirtybird Players
0.806,0.458,1,-10.441,1,0.0657,0.00791,0.895,0.0995,0.406,125.024,417000,4,techhouse,Tech House 2020
0.822,0.895,1,-6.01,1,0.0625,0.000917,0.0456,0.304,0.798,124.001,372167,4,techhouse,Tech House by DOT Dance
0.779,0.937,9,-6.269,0,0.0496,0.0443,0.101,0.0912,0.49,125.025,185000,4,techhouse,Tech House Movement
0.83,0.793,2,-8.3,1,0.123,0.00365,0.212,0.086,0.353,122.983,438045,4,techhouse,Tech house
0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,198881,4,techhouse,Tech house
0.832,0.942,11,-6.297,1,0.0508,0.000247,0.858,0.0677,0.961,126.003,350750,4,techhouse,Tech House Top 50
0.783,0.835,0,-6.951,1,0.0443,0.00263,0.132,0.148,0.657,124.048,192141,4,techhouse,Tech House 2020
0.782,0.98,1,-4.446,1,0.0629,0.000792,0.21,0.155,0.603,125.014,187431,4,techhouse,tech house
0.818,0.975,0,-4.698,1,0.0727,0.000706,0.632,0.0205,0.637,123.005,254268,4,techhouse,Dirtybird Players
0.805,0.769,10,-11.4,0,0.0491,0.00711,0.896,0.336,0.459,123.015,280970,4,techhouse,Dirtybird//Techhouse by Mack\
0.621,0.934,11,-5.062,0,0.0397,0.0191,0.69,0.372,0.557,124.01,191613,4,techhouse,Toolroom Tech House
0.963,0.789,9,-6.179,1,0.226,0.00521,0.111,0.041,0.849,123.992,300204,4,techhouse,Dirtybird House
0.872,0.722,9,-10.503,0,0.0889,0.0178,0.638,0.691,0.575,123.012,317687,4,techhouse,Dirtybird Players
0.792,0.928,6,-5.39,0,0.0574,0.00182,0.915,0.0746,0.123,123.001,202927,4,techhouse,blanc | Tech House
0.788,0.909,10,-4.519,0,0.148,0.00668,0.0129,0.0648,0.41,124.972,293552,4,techhouse,Dirtybird Players
0.577,0.842,2,-8.156,0,0.0339,0.000999,0.934,0.174,0.336,126.026,160000,4,techhouse,BOILER ROOM TECHNO HOUSE
0.807,0.746,0,-9.607,1,0.0494,0.000692,0.81,0.0998,0.394,126,343712,4,techhouse,Beatoirt Best New Tech House
0.807,0.604,1,-7.845,0,0.0615,0.00157,0.823,0.0761,0.29,125.005,372981,4,techhouse,Dirtybird Players
0.776,0.869,8,-8.072,1,0.0386,0.00284,0.73,0.346,0.364,123.984,440079,4,techhouse,tech house
0.805,0.873,5,-5.988,0,0.0836,0.000542,0.895,0.0332,0.753,124.013,310560,4,techhouse,Dirtybird//Techhouse by Mack\
0.779,0.937,9,-6.269,0,0.0496,0.0443,0.101,0.0912,0.49,125.025,185000,4,techhouse,Tech house
0.704,0.955,2,-7.418,1,0.0825,0.00214,0.728,0.595,0.607,126.012,179048,4,techhouse,Dirtybird Players
0.964,0.605,1,-6.744,1,0.338,0.165,0.705,0.0603,0.494,124.004,206613,4,techhouse,Dirtybird Players
0.703,0.929,3,-6.5,0,0.0661,0.00761,0.00334,0.219,0.585,128.005,156630,4,techhouse,Tech house
0.752,0.917,7,-9.419,1,0.0536,0.000341,0.0647,0.323,0.76,123.007,195741,4,techhouse,Dirtybird Players
0.68,0.913,5,-2.343,0,0.0844,0.00565,0,0.288,0.669,121.961,188707,4,techhouse,Tech house
0.717,0.856,0,-7.495,1,0.0597,0.000161,0.851,0.0458,0.572,124.982,368640,4,techhouse,Beatoirt Best New Tech House
0.831,0.928,8,-4.987,1,0.0529,0.00865,0.426,0.0492,0.575,125.01,220157,4,techhouse,Dirtybird//Techhouse by Mack\
0.788,0.725,8,-5.774,1,0.047,0.00648,0.0254,0.101,0.4,126.004,222394,4,techhouse,Dirtybird//Techhouse by Mack\
0.83,0.961,0,-5.194,1,0.0824,0.000515,0.93,0.042,0.831,124.025,209998,4,techhouse,Dirtybird//Techhouse by Mack\
0.849,0.844,11,-6.868,0,0.139,0.00218,0.0513,0.0672,0.338,123.994,190222,4,techhouse,Tech House 2020
0.685,0.807,6,-6.695,1,0.0445,0.0182,0.823,0.0385,0.666,123.001,456507,4,techhouse,tech house
0.875,0.93,11,-6.254,1,0.14,0.00203,0.126,0.142,0.895,124.991,215040,4,techhouse,Tech House Rotation 2020
0.844,0.816,1,-4.675,0,0.0649,0.000683,0.106,0.0761,0.545,124.015,193602,4,techhouse,Tech House Music 2020
0.761,0.69,6,-8.657,0,0.0637,0.000422,0.0218,0.112,0.401,128,410125,4,techhouse,Tech house
0.803,0.773,0,-4.366,1,0.0683,0.0179,0.0642,0.0583,0.323,124.004,242903,4,techhouse,Dirtybird//Techhouse by Mack\
0.806,0.851,10,-9.445,0,0.0962,0.00333,0.475,0.04,0.884,126.023,411270,4,techhouse,Tech House Essentials by Distortion
0.936,0.84,11,-7.264,1,0.161,0.00178,0.00028,0.289,0.965,126.002,198631,4,techhouse,Dirtybird Players
0.791,0.801,4,-6.344,0,0.07,0.00531,0.189,0.509,0.609,124.985,196110,4,techhouse,BOILER ROOM TECHNO HOUSE
0.812,0.862,7,-7.163,1,0.0542,1.96E-05,0.84,0.0349,0.885,124.988,400292,4,techhouse,blanc | Tech House
0.794,0.686,2,-6.677,1,0.0592,0.0025,0.234,0.0866,0.526,123.989,346452,4,techhouse,Tech House by DOT Dance
0.624,0.942,6,-4.148,1,0.0386,0.0527,0.839,0.142,0.611,123.982,205161,4,techhouse,Tech House Rotation 2020
0.722,0.861,10,-5.488,0,0.0416,0.0197,0.903,0.0801,0.504,122.006,362393,4,techhouse,Dirtybird House
0.724,0.873,10,-6.02,0,0.0428,0.0012,0.000465,0.0375,0.807,125.987,226667,4,techhouse,Tech House 2020
0.8,0.863,0,-5.919,1,0.0552,0.000981,0.868,0.066,0.803,123.996,263543,4,techhouse,Dirtybird Players
0.736,0.912,5,-4.344,1,0.0799,0.000192,0.87,0.0642,0.244,125.016,186479,4,techhouse,Dirtybird Players
0.866,0.859,11,-5.612,1,0.145,0.00475,0.68,0.051,0.389,125.995,243810,4,techhouse,Tech House Rotation 2020
0.804,0.89,6,-7.2,0,0.0766,0.00573,0.787,0.127,0.328,125.005,370560,4,techhouse,Beatoirt Best New Tech House
0.822,0.991,3,-4.879,0,0.0468,0.000226,0.873,0.35,0.856,125.015,178373,4,techhouse,BOILER ROOM TECHNO HOUSE
0.797,0.701,4,-8.834,0,0.0505,0.000879,0.285,0.0466,0.249,123.998,344516,4,techhouse,Dirtybird//Techhouse by Mack\
0.771,0.934,7,-6.58,1,0.0449,0.00556,0.787,0.107,0.82,126.017,222024,4,techhouse,Tech House Elrow Secrets
0.849,0.603,9,-4.636,1,0.0782,0.0048,0.00114,0.126,0.221,123.02,161951,4,techhouse,Dirtybird Players
0.809,0.884,5,-6.957,0,0.0748,0.0184,0.335,0.0866,0.385,123.99,399344,4,techhouse,Dirtybird Players
0.888,0.488,1,-8.758,1,0.0528,0.137,0.675,0.0883,0.2,122.973,317024,4,techhouse,Dirtybird//Techhouse by Mack\
0.849,0.844,11,-6.868,0,0.139,0.00218,0.0513,0.0672,0.338,123.994,190222,4,techhouse,Tech House
0.859,0.571,7,-7.282,1,0.133,0.00188,0.543,0.0354,0.73,122.987,297869,4,techhouse,Dirtybird//Techhouse by Mack\
0.796,0.674,7,-5.922,1,0.0536,0.0031,0.735,0.0953,0.194,123.992,410323,4,techhouse,Tech House by DOT Dance
0.797,0.633,2,-11.311,1,0.0616,0.000256,0.279,0.0974,0.723,125.08,368640,4,techhouse,Dirtybird//Techhouse by Mack\
0.804,0.959,1,-8.35,1,0.0801,0.00603,0.834,0.115,0.628,126.017,433500,4,techhouse,Tech House 2020
0.804,0.872,9,-8.523,0,0.0654,0.375,0.933,0.0959,0.566,124.034,319355,4,techhouse,Tech House by DOT Dance
0.807,0.653,8,-8.445,0,0.0778,0.00332,0.759,0.0738,0.932,124.011,356677,4,techhouse,Dirtybird//Techhouse by Mack\
0.799,0.963,3,-5.09,1,0.0619,0.00534,0.0491,0.101,0.807,125.975,318250,4,techhouse,Tech House
0.758,0.885,7,-6.102,1,0.0707,0.000357,0.0058,0.124,0.711,123.016,153171,4,techhouse,Tech House Top 50
0.829,0.886,6,-3.544,0,0.0691,0.00506,0.843,0.0792,0.83,125.993,240000,4,techhouse,Dirtybird Players
0.728,0.709,6,-8.092,1,0.044,0.00196,0.912,0.104,0.347,126.026,342857,4,techhouse,Dirtybird House
0.772,0.92,4,-8.746,0,0.0673,0.00287,0.68,0.104,0.92,124.999,311390,4,techhouse,blanc | Tech House
0.862,0.558,9,-8.683,1,0.0863,0.000624,0.00185,0.0317,0.452,127.005,364250,4,techhouse,Dirtybird//Techhouse by Mack\
0.813,0.983,1,-5.515,1,0.153,0.00177,0.546,0.502,0.77,125.007,238080,4,techhouse,tech house
0.829,0.809,7,-10.521,1,0.16,0.0539,0.588,0.115,0.363,125.007,184335,4,techhouse,Tech House Rotation 2020
0.803,0.913,0,-7.356,1,0.0629,8.15E-05,0.375,0.0226,0.527,128.972,298149,4,techhouse,Tech house
0.889,0.471,11,-10.487,1,0.079,0.00923,0.06,0.0778,0.415,126.027,206200,4,techhouse,Dirtybird Players
0.781,0.868,8,-7.906,1,0.0564,0.00228,0.607,0.105,0.15,123.982,188732,4,techhouse,Tech House 2020 - Best of Techno
0.803,0.785,6,-4.457,1,0.04,0.00866,0.0261,0.0617,0.476,125.987,173645,4,techhouse,Tech House 2020 - Best of Techno
0.804,0.835,1,-9.421,0,0.0515,0.000438,0.944,0.097,0.209,123.008,375931,4,techhouse,tech house
0.961,0.553,7,-7.331,0,0.0701,0.0962,0.04,0.114,0.434,122.006,210000,4,techhouse,Dirtybird Players
0.808,0.945,11,-5.242,0,0.0653,0.000207,0.78,0.0507,0.863,125,179456,4,techhouse,Tech House Essentials by Distortion
0.776,0.631,11,-7.429,0,0.0432,0.0048,0.304,0.0938,0.0475,124.994,227161,4,techhouse,Dirtybird House
0.8,0.587,1,-10.481,1,0.0579,0.00151,0.737,0.0936,0.264,122.007,452779,4,techhouse,tech house
0.827,0.842,9,-7.28,1,0.0537,0.00103,0.872,0.0517,0.371,123,404125,4,techhouse,Tech House 2020
0.809,0.646,6,-7.758,1,0.0514,0.000129,0.869,0.0689,0.785,124.001,365807,4,techhouse,Dirtybird House
0.804,0.959,11,-7.426,1,0.0524,0.000178,0.929,0.641,0.6,125.998,358086,4,techhouse,blanc | Tech House
0.848,0.485,11,-6.432,0,0.0491,0.00126,0.011,0.0421,0.306,123.993,408067,4,techhouse,Dirtybird Players
0.884,0.673,10,-8.381,0,0.146,0.00191,0.000243,0.0405,0.494,123.978,342581,4,techhouse,Dirtybird House
0.695,0.983,4,-6.108,0,0.0516,0.00015,0.92,0.342,0.692,123.98,201807,4,techhouse,Beatoirt Best New Tech House
0.804,0.668,1,-7.984,1,0.0547,0.0091,0.863,0.0744,0.383,123.999,371613,4,techhouse,Dirtybird//Techhouse by Mack\
0.865,0.983,9,-5.761,1,0.0901,0.0244,0.737,0.0549,0.67,125.987,337143,4,techhouse,Tech House Essentials by Distortion
0.744,0.787,7,-8.871,1,0.0735,5.35E-05,0.0956,0.19,0.414,124.032,210968,4,techhouse,Dirtybird House
0.83,0.822,7,-6.799,1,0.0467,0.000495,0.935,0.0281,0.63,124.999,476348,4,techhouse,tech house
0.804,0.507,0,-10.789,1,0.0693,0.0151,0.909,0.102,0.133,122.984,282927,4,techhouse,Tech House 2020 - Best of Techno
0.805,0.966,7,-7.512,0,0.0823,0.00252,0.897,0.0648,0.48,124.98,400500,4,techhouse,Tech House Pizza
0.827,0.72,11,-8.654,0,0.0448,0.00225,0.907,0.0563,0.433,126.004,336596,4,techhouse,blanc | Tech House
0.61,0.982,11,-4.454,1,0.0416,0.00255,0.824,0.069,0.664,123.977,225494,4,techhouse,Tech House 2020
0.784,0.97,11,-7.411,0,0.0488,0.00188,0.875,0.0887,0.961,123.991,404555,4,techhouse,Dirtybird Players
0.811,0.873,0,-6.71,1,0.0963,0.0474,0.876,0.111,0.911,122.988,366829,4,techhouse,tech house
0.821,0.911,7,-5.716,1,0.0581,0.000252,0.566,0.0564,0.24,127.021,217274,4,techhouse,Dirtybird Players
0.81,0.926,8,-8.674,0,0.0493,0.0747,0.931,0.0736,0.823,121.813,387123,4,techhouse,tech house
0.842,0.823,11,-6.35,0,0.0441,0.0133,0.281,0.676,0.667,124.99,223360,4,techhouse,tech house
0.825,0.718,6,-7.513,0,0.0693,0.0178,0.000179,0.124,0.405,120.997,245720,4,techhouse,tech house
0.899,0.738,8,-5.055,1,0.183,0.173,1.30E-06,0.108,0.794,118.023,197458,4,techhouse,tech house
0.85,0.738,6,-6.999,0,0.0734,0.00593,0.0915,0.0882,0.54,126.016,337412,4,techhouse,Dirtybird//Techhouse by Mack\
0.884,0.818,1,-8.489,1,0.101,0.00364,0.324,0.123,0.604,125.004,221436,4,techhouse,Tech House Pizza
0.749,0.744,5,-8.872,0,0.0467,0.00495,0.913,0.0807,0.346,124.996,399566,4,techhouse,tech house
0.744,0.895,6,-6.322,1,0.0887,0.0266,0.793,0.0585,0.386,123.992,335546,4,techhouse,Tech house
0.917,0.526,3,-8.616,0,0.217,0.018,0,0.145,0.699,125.028,190074,4,techhouse,Tech House Club
0.917,0.432,7,-7.614,0,0.0558,0.0691,0.0169,0.111,0.246,128,223125,4,techhouse,Tech House Rotation 2020
0.753,0.974,11,-5.21,1,0.042,0.000208,0.586,0.0935,0.519,129.994,401593,4,techhouse,tech house
0.76,0.964,2,-5.844,1,0.0576,0.00182,0.7,0.0974,0.641,125,248036,4,techhouse,blanc | Tech House
0.851,0.829,11,-5.275,0,0.0491,0.00192,0.757,0.03,0.471,123.005,283215,4,techhouse,Tech House Pizza
0.7,0.913,9,-7.942,0,0.0516,0.0206,0.889,0.141,0.419,124.97,203750,4,techhouse,blanc | Tech House
0.861,0.651,2,-8.768,1,0.0533,0.000533,0.776,0.0925,0.909,124.015,163065,4,techhouse,Dirtybird Players
0.804,0.933,2,-7.466,1,0.0603,0.00109,0.638,0.0684,0.781,127.012,394016,4,techhouse,Tech House Rotation 2020
0.835,0.976,1,-3.617,0,0.111,0.0013,5.25E-05,0.252,0.44,125.009,276955,4,techhouse,Tech House 2020 - Best of Techno
0.828,0.934,11,-4.57,0,0.0475,0.0134,0.0786,0.116,0.782,126.013,260512,4,techhouse,Dirtybird//Techhouse by Mack\
0.804,0.93,0,-4.871,1,0.0753,0.00437,0.696,0.103,0.567,125.979,217760,4,techhouse,Dirtybird//Techhouse by Mack\
0.803,0.868,7,-7.891,1,0.044,0.0002,0.909,0.0525,0.14,124.988,430080,4,techhouse,blanc | Tech House
0.669,0.612,5,-7.517,1,0.0311,0.000728,0.855,0.0916,0.149,128.008,543871,3,techhouse,Tech House 2020 - Best of Techno
0.808,0.905,3,-9.776,0,0.0488,0.00653,0.926,0.0826,0.683,124.005,371613,4,techhouse,blanc | Tech House
0.747,0.998,5,-5.934,1,0.0516,0.0207,0.705,0.058,0.724,125.989,192381,4,techhouse,Tech House 2020
0.809,0.795,7,-6.825,1,0.0647,0.00165,0.905,0.0682,0.409,124.001,372271,4,techhouse,Tech House by DOT Dance
0.808,0.878,5,-7.737,1,0.0495,0.037,0.898,0.0759,0.315,124.986,407040,4,techhouse,Dirtybird//Techhouse by Mack\
0.811,0.691,6,-6.492,0,0.0607,0.00178,0.849,0.0682,0.344,125.007,322932,4,techhouse,Beatoirt Best New Tech House
0.739,0.941,0,-8.789,1,0.0639,0.00105,0.903,0.332,0.737,123.997,188710,4,techhouse,Dirtybird Players
0.951,0.653,3,-6.401,0,0.162,0.0582,0.47,0.223,0.688,122.01,256069,4,techhouse,Tech House 2020
0.821,0.477,11,-12.047,1,0.0878,0.000635,0.931,0.111,0.548,125.994,365714,4,techhouse,blanc | Tech House
0.727,0.901,2,-5.239,1,0.0393,0.00477,0.92,0.0686,0.318,122.986,207317,4,techhouse,Dirtybird Players
0.807,0.981,11,-7.936,1,0.0494,0.000175,0.921,0.0502,0.765,124.997,372480,4,techhouse,Tech House Pizza
0.749,0.86,8,-5.532,1,0.35,0.00544,0.0654,0.441,0.408,124.017,236118,4,techhouse,Dirtybird Players
0.749,0.958,9,-5.302,0,0.0688,0.00483,0.0108,0.0696,0.837,123.983,205189,4,techhouse,Tech House 2020 - Best of Techno
0.605,0.871,11,-10.578,0,0.0481,0.0122,0.454,0.249,0.583,121.007,431637,4,techhouse,tech house
0.84,0.848,9,-5.52,1,0.068,0.00259,0.526,0.0943,0.938,123.971,189677,4,techhouse,Dirtybird Players
0.812,0.801,7,-6.726,1,0.0521,0.00236,0.944,0.0685,0.177,125.977,397440,4,techhouse,Tech House 2020
0.807,0.911,1,-7.124,1,0.0531,0.00822,0.938,0.188,0.679,128.014,375104,4,techhouse,Tech House Movement
0.92,0.749,10,-5.279,0,0.11,0.00028,0.13,0.0859,0.396,127.002,230540,4,techhouse,tech house
0.803,0.819,9,-7.483,1,0.0549,0.000623,0.892,0.0636,0.45,124.99,326500,4,techhouse,Tech House Top 50
0.879,0.882,8,-8.722,1,0.0752,0.00111,0.489,0.0762,0.969,126.008,365791,4,techhouse,blanc | Tech House
0.708,0.908,4,-7.92,1,0.046,0.000118,0.933,0.387,0.676,123.98,319459,4,techhouse,tech house
0.891,0.937,9,-5.107,1,0.0562,0.000687,0.0387,0.0605,0.683,124.975,249934,4,techhouse,Dirtybird Players
0.809,0.916,2,-7.745,1,0.0581,0.000486,0.906,0.0902,0.421,123.008,413115,4,techhouse,Dirtybird Players
0.799,0.909,11,-6.041,0,0.0537,0.0108,0.831,0.107,0.514,123.979,196162,4,techhouse,Dirtybird Players
0.756,0.988,1,-7.895,0,0.0623,0.00151,0.822,0.0692,0.887,124.995,407280,4,techhouse,Tech House Elrow Secrets
0.815,0.653,2,-7.232,1,0.0715,0.0299,0.00347,0.103,0.782,126.016,207384,4,techhouse,Dirtybird House
0.703,0.929,3,-6.5,0,0.0661,0.00761,0.00334,0.219,0.585,128.005,156630,4,techhouse,blanc | Tech House
0.807,0.823,8,-6.424,1,0.144,0.00346,0.927,0.0756,0.166,125.022,261120,4,techhouse,Tech House 2020
0.807,0.911,11,-7.536,0,0.0533,0.0246,0.545,0.146,0.975,125,276480,4,techhouse,Dirtybird Players
0.826,0.619,7,-5.54,1,0.138,9.45E-05,0.699,0.102,0.116,123.017,328902,4,techhouse,Dirtybird Players
0.76,0.884,6,-9.298,1,0.0503,0.00122,0.913,0.0703,0.336,122.989,218767,4,techhouse,Dirtybird Players
0.803,0.755,1,-10.442,1,0.0655,0.00262,0.846,0.0408,0.311,126.033,403810,4,techhouse,Tech House Elrow Secrets
0.85,0.748,11,-8.35,0,0.137,0.00047,0.226,0.17,0.704,125.027,437760,4,techhouse,blanc | Tech House
0.797,0.926,1,-6.127,1,0.0486,0.0176,0.584,0.0655,0.713,125.024,266000,4,techhouse,tech house
0.882,0.702,10,-6.318,0,0.143,0.295,3.22E-06,0.0724,0.402,124.04,220645,4,techhouse,Tech house
0.81,0.885,1,-4.938,1,0.0814,0.00137,0.36,0.0404,0.634,125.998,215238,4,techhouse,tech house
0.703,0.929,3,-6.5,0,0.0661,0.00761,0.00334,0.219,0.585,128.005,156630,4,techhouse,Tech House 2020
0.762,0.826,1,-4.868,1,0.0406,0.00154,0.731,0.137,0.314,125.996,260792,4,techhouse,Dirtybird House
0.885,0.686,7,-6.702,1,0.108,0.0138,0.458,0.128,0.646,126.013,183353,4,techhouse,Tech House 2020 - Best of Techno
0.759,0.947,0,-5.262,0,0.0667,0.252,0.265,0.0494,0.726,123.967,157208,4,techhouse,Dirtybird House
0.764,0.977,1,-5.729,1,0.0515,0.00506,0.868,0.66,0.96,126.015,228571,4,techhouse,Tech house
0.797,0.971,5,-8.595,0,0.0701,0.0135,0.948,0.0258,0.425,126.996,368125,4,techhouse,blanc | Tech House
0.806,0.943,1,-5.776,1,0.0657,9.59E-05,0.77,0.0487,0.462,123.993,410273,4,techhouse,Beatoirt Best New Tech House
0.586,0.488,4,-12.353,0,0.132,0.0808,0.386,0.496,0.0999,119.071,193613,4,techhouse,Tech House 2020
0.727,0.925,9,-5.716,1,0.0532,0.009,0.868,0.285,0.619,126.014,190476,4,techhouse,Tech House 2020
0.806,0.919,11,-8.033,0,0.0634,0.0111,0.894,0.122,0.909,127.009,349836,4,techhouse,Beatoirt Best New Tech House
0.655,0.893,7,-5.127,1,0.0428,0.00243,0.00888,0.124,0.538,123.992,178823,4,techhouse,Tech House Essentials by Distortion
0.76,0.856,0,-7.105,1,0.064,0.00216,0.721,0.0527,0.827,123.985,220645,4,techhouse,Tech House by DOT Dance
0.765,0.698,11,-10.267,0,0.064,0.00627,0.835,0.224,0.585,125.028,184320,4,techhouse,Dirtybird//Techhouse by Mack\
0.807,0.981,11,-7.936,1,0.0494,0.000175,0.921,0.0502,0.765,124.997,372480,4,techhouse,Tech House Essentials by Distortion
0.806,0.89,5,-10.636,1,0.078,0.115,0.911,0.0678,0.962,126.986,367559,4,techhouse,Tech House 2020
0.816,0.97,2,-5.229,1,0.128,0.00107,0.832,0.32,0.893,127.007,261463,4,techhouse,Dirtybird//Techhouse by Mack\
0.804,0.75,2,-8.047,1,0.0597,0.00179,0.724,0.0749,0.571,124.991,433920,4,techhouse,blanc | Tech House
0.792,0.782,11,-6.742,1,0.102,0.00481,0.172,0.108,0.548,124.049,234000,4,techhouse,Dirtybird House
0.825,0.771,8,-5.695,1,0.0674,0.00351,0.005,0.0776,0.661,130.044,240002,4,techhouse,Tech house
0.778,0.876,1,-4.404,1,0.079,0.0079,8.98E-06,0.105,0.671,124.034,220645,4,techhouse,Tech House by DOT Dance
0.801,0.697,4,-6.873,0,0.0604,0.00105,0.864,0.0931,0.584,126.003,191903,5,techhouse,Dirtybird//Techhouse by Mack\
0.807,0.941,9,-11.829,0,0.0457,2.31E-05,0.848,0.082,0.783,126.003,370536,4,techhouse,blanc | Tech House
0.749,0.723,1,-8.255,1,0.0575,0.000431,0.895,0.126,0.617,130.003,577683,4,techhouse,Tech House 2020
0.741,0.935,11,-6.891,0,0.0468,0.295,0.836,0.15,0.762,124.989,161280,4,techhouse,Tech House Music 2020
0.856,0.914,10,-8.793,0,0.0555,2.24E-05,0.938,0.0439,0.604,124.997,414730,4,techhouse,Tech House Elrow Secrets
0.768,0.942,6,-7.383,0,0.0672,0.0094,0.526,0.102,0.863,126.005,400000,4,techhouse,Beatoirt Best New Tech House
0.865,0.658,0,-7.111,1,0.0432,0.00283,0.665,0.0829,0.059,123.999,377022,4,techhouse,Dirtybird//Techhouse by Mack\
0.752,0.671,10,-5.655,0,0.0538,0.00012,0.84,0.0781,0.898,125.027,369798,4,techhouse,Dirtybird//Techhouse by Mack\
0.861,0.8,11,-7.875,0,0.129,0.0196,0.401,0.116,0.372,124.019,237875,4,techhouse,Dirtybird Players
0.804,0.715,4,-7.208,0,0.0668,0.0005,0.489,0.57,0.52,126,374127,4,techhouse,Dirtybird//Techhouse by Mack\
0.932,0.735,1,-5.266,0,0.118,0.00291,0.000914,0.0647,0.543,123.014,200976,4,techhouse,Dirtybird House
